age,birth_date,college,retirement_status,years_played,height,player_name,position,weight_lbs,year_start,year_end
24,11/17/1992,Auburn,Active,1,75,"McKinzy, Cassanova",LB,253,,
,9/7/1903,No College,Retired,1,,"Dally, Dilly",,1,1926,1926
24,6/10/1992,Northwestern,Active,1,74,"Lawrence, Rashad",WR,190,,
32,12/23/1984,Alabama,Retired,1,75,"Saunders, Keith",,245,2008,2008
32,10/4/1984,Utah,Retired,3,74,"Talavou, Kelly",,350,2007,2010
,11/6/1976,Arizona State,Retired,4,71,"Tillman, Pat",,202,1998,2001
41,12/10/1975,Wis.-La Crosse,Retired,2,70,"Mathias, Ric",,180,1998,1999
36,8/27/1980,Central Florida,Retired,4,74,"Gabriel, Doug",,215,2003,2007
53,2/28/1964,Rutgers,Retired,1,77,"Sagnella, Anthony",,260,1987,1987
57,4/23/1960,Hawaii,Retired,3,70,"Allen, Gary",,183,1982,1984
64,9/22/1952,Tennessee,Retired,1,76,"Killian, Gene",,250,1974,1974
,,Purdue,Retired,3,71,"Redman, Gus",,170,1921,1924
44,12/27/1972,North Carolina State,Retired,1,71,"Washington, Dewayne",,193,1994,2005
57,9/6/1959,Hawaii,Retired,1,74,"Kauahi, Kani",,260,1982,1993
49,6/1/1968,Grambling State,Retired,1,70,"Dean, Walter",,211,1991,1991
54,2/13/1963,Boise State,Retired,7,77,"Koch, Markus",,262,1986,1992
26,3/8/1991,Mars Hill,Active,3,77,"Good, Denzelle",OG,355,,
45,12/17/1971,Auburn,Retired,1,73,"Richardson, Tony",,240,1995,2010
28,6/30/1988,Marshall,Active,6,75,"Curry, Vinny",DE,279,,
36,10/8/1980,West Virginia,Retired,1,71,"King, Brian",,183,2004,2004
34,6/21/1982,Minnesota-Duluth,Retired,1,74,"Rabe, Russell",,228,2006,2006
35,11/3/1981,Auburn,Active,1,75,"Dansby, Karlos",LB,251,,
41,4/19/1976,Louisiana-Monroe,Retired,5,77,"Barnes, Lionel",,260,1999,2004
25,3/31/1992,Louisville,Active,4,75,"Smith, Marcus",DE,251,,
65,11/19/1951,Alabama,Retired,8,73,"Jackson, Wilbur",,215,1974,1982
28,6/16/1988,Hillsdale,Active,6,76,"Holmes, Andre",WR,210,,
54,4/13/1963,Utah,Retired,1,72,"Richardson, Reggie",,180,1987,1987
30,11/4/1986,LSU,Active,8,75,"LaFell, Brandon",WR,210,,
,9/11/1931,Pittsburgh,Retired,1,72,"Reger, John",,225,1955,1966
27,4/16/1990,Illinois,Retired,3,72,"Dimke, Derek",,180,2012,2014
27,7/5/1989,USC,Active,7,72,"Smith, Malcolm",OLB,225,,
73,9/17/1943,Idaho,Retired,2,76,"Leetzow, Max",,240,1965,1966
,10/16/1901,Syracuse,Retired,1,73,"Noble, Jim",,190,1925,1925
25,8/7/1991,West Virginia,Active,3,76,"Spain, Quinton",OG,330,,
25,10/2/1991,Oklahoma,Active,4,72,"Colvin, Aaron",CB,195,,
72,4/1/1945,New Mexico State,Retired,7,76,"Schmiesing, Joe",,245,1968,1974
71,8/7/1945,U. of Pacific,Retired,1,74,"Lee, Bob",,195,1969,1980
30,9/13/1986,Eastern Kentucky,Retired,4,78,"Hardman, Derek",,300,2010,2013
41,11/19/1975,California-Davis,Retired,4,73,"Daft, Kevin",,207,1999,2002
41,9/2/1975,San Diego State,Retired,6,72,"Jacquet, Nate",,185,1997,2002
56,12/24/1960,Oklahoma,Retired,7,75,"Thomas, Chuck",,270,1985,1992
72,10/14/1944,Northwestern State-Louisiana,Retired,2,75,"Walker, Wayne",,230,1967,1968
,12/23/1917,Oregon State,Retired,8,76,"Schultz, Elbie",,252,1940,1947
56,2/2/1961,Texas Southern,Retired,1,69,"Rackley, David",,172,1985,1985
34,5/29/1983,North Carolina State,Retired,2,70,"Davis, A.J.",,189,2007,2009
43,8/29/1973,Texas A&M - Kingsville,Retired,1,76,"Mayberry, Jermane",,325,1996,2006
38,3/28/1979,Florida,Retired,7,72,"Caldwell, Reche",,210,2002,2008
76,5/4/1941,Iowa State,Retired,2,70,"Fitzgerald, Mike",,180,1966,1967
34,1/26/1983,North Carolina State,Retired,5,73,"Thomas, Pat",,237,2005,2009
,7/20/1904,Iowa,Retired,1,74,"Otte, Lowell",,188,1927,1927
66,12/26/1950,Central State (Ohio),Retired,3,74,"Walker, Donnie",,180,1973,1975
58,1/6/1959,Brigham Young,Retired,7,72,"Lane, Eric",,195,1981,1987
29,6/9/1987,Maine,Retired,1,77,"Eastman, Tyler",,310,2010,2010
34,4/3/1983,Southern Illinois,Retired,1,72,"Little, Brent",,185,2006,2007
,11/22/1968,Illinois,Retired,5,77,"Agee, Mel",,300,1991,1995
26,1/9/1991,Vanderbilt,Active,4,77,"Johnson, Wesley",C,297,,
,10/9/1932,Wisconsin,Retired,1,72,"Haluska, Jim",,190,1956,1956
44,10/28/1972,Auburn,Retired,6,69,"Jackson, Calvin",,195,1994,1999
,8/18/1895,Beloit,Retired,1,70,"Rhenstrom, Elmer",,185,1922,1922
49,8/25/1967,Alcorn State,Retired,4,71,"Lewis, Garry",,185,1990,1993
28,3/22/1989,Wisconsin,Active,7,77,"Watt, J.J.",DE,295,,
42,11/17/1974,Southern Mississippi,Retired,1,73,"Kenney, Marchant",,232,1998,1998
38,8/10/1978,Colorado State,Retired,1,68,"Rebstock, Pete",,188,2002,2002
76,1/30/1941,Northwestern,Retired,8,73,"Flatley, Paul",,187,1963,1970
68,8/20/1948,Auburn,Retired,1,73,"Banks, Tom",,245,1971,1980
72,10/15/1944,Jackson State,Retired,2,74,"Richardson, Tom",,195,1969,1970
51,4/13/1966,California,Retired,4,77,"Zawatson, Dave",,270,1989,1992
71,8/9/1945,Colorado,Retired,2,75,"Sabatino, Bill",,245,1968,1969
25,9/18/1991,Northern Illinois,Active,1,80,"Semisch, Tim",TE,275,,
,11/8/1911,Duquesne,Retired,9,74,"Niccolai, Armand",,226,1934,1942
,12/5/1947,Ohio State,Retired,1,77,"Mayes, Rufus",,260,1969,1979
29,3/21/1988,Syracuse,Retired,2,73,"Bartholomew, Ryan",,310,2011,2012
23,10/7/1993,San Jose State,Active,2,70,"Ervin, Tyler",RB,185,,
,4/14/1893,Pittsburgh,Retired,1,71,"Thornhill, Tiny",,185,1920,1920
,,Ohio State,Retired,2,70,"Nardi, Dick",,200,1938,1939
51,11/2/1965,Northern Michigan,Retired,5,73,"Klingbeil, Chuck",,288,1991,1995
45,3/7/1972,Troy,Retired,1,71,"Parker, Orlando",,183,1994,1994
53,8/4/1963,Arkansas,Retired,7,75,"Caldwell, Ravin",,229,1987,1993
,,,Retired,,,"Mathewson, null",,,1920,1920
,7/2/1916,USC,Retired,1,70,"Chantiles, Tom",,225,1942,1942
,12/4/1902,Trinity (Conn.),Retired,1,,"Noble, Dick",,178,1926,1926
45,10/30/1971,Arkansas,Retired,1,75,"Ford, Henry",,295,1994,2003
,5/25/1908,Northwestern,Retired,1,73,"Weldin, Hal",,198,1934,1934
66,9/19/1950,Tufts,Retired,1,73,"Watson, Pete",,210,1972,1972
24,6/12/1992,Nevada-Las Vegas,Retired,1,73,"Hasson, Tajh",,195,2015,2015
30,10/2/1986,Valdosta State,Retired,4,71,"Leggett, Maurice",,188,2008,2011
,12/15/1900,No College,Retired,2,68,"Pahl, Louie",,185,1923,1924
67,5/6/1950,Kentucky,Retired,1,73,"Federspiel, Joe",,230,1972,1981
92,11/30/1924,Stanford,Retired,1,72,"Hachten, Bill",,210,1947,1947
69,11/8/1947,West Texas A&M,Retired,3,71,"Thompson, Rocky",,200,1971,1973
74,10/28/1942,Santa Clara,Retired,2,72,"Kellogg, Mike",,230,1966,1967
68,4/9/1949,Kansas State,Retired,1,72,"Scott, Clarence",,190,1971,1983
25,11/10/1991,Western Michigan,Active,1,70,"Zamort, Ronald",CB,174,,
55,11/5/1961,Alcorn State,Retired,6,69,"Harper, Mark",,174,1986,1991
48,2/17/1969,Connecticut,Retired,1,71,"Didio, Mark",,170,1992,1992
40,8/1/1976,Houston,Retired,1,74,"Rheams, Leonta",,280,1998,1998
88,8/5/1928,Kansas,Retired,2,73,"Tomlinson, Dick",,205,1950,1951
90,8/8/1926,Notre Dame,Retired,1,72,"Gaul, Frank",,200,1949,1949
40,12/9/1976,Texas Tech,Retired,1,70,"Malbrough, Anthony",,185,2000,2000
40,12/12/1976,Winston-Salem State,Retired,1,75,"Washington, Thomas",,310,2000,2000
53,10/3/1963,Furman,Retired,1,71,"Fox, Chas",,180,1986,1986
55,7/31/1961,Nevada-Las Vegas,Retired,1,70,"Young, Renard",,184,1987,1987
28,10/26/1988,Clemson,Retired,2,77,"Chavis, Miguel",,285,2011,2013
41,4/12/1976,Tulsa,Retired,5,72,"Franz, Todd",,202,2000,2005
51,4/9/1966,Kentucky,Retired,6,75,"Barnett, Oliver",,285,1990,1995
27,10/24/1989,Oklahoma State,Retired,2,71,"Thomas, Johnny",,205,2012,2014
49,7/10/1967,San Diego State,Retired,6,72,"Jackson, Alfred",,183,1989,1996
48,3/14/1969,Iowa,Retired,2,77,"Baxley, Rob",,285,1992,1993
44,8/2/1972,Wayne State (Neb.),Retired,7,77,"Ottis, Brad",,290,1994,2000
29,12/7/1987,North Carolina,Active,6,71,"Draughn, Shaun",RB,205,,
,10/26/1921,Ripon,Retired,1,68,"Scalissi, Ted",,173,1947,1947
65,12/18/1951,Kutztown,Retired,6,73,"Dennison, Doug",,202,1974,1979
64,5/19/1953,Cal State-Chico,Retired,4,71,"Pane, Chris",,184,1976,1979
23,7/3/1993,East Central (OK),Active,2,81,"Bowen, Kevin",OT,335,,
42,1/13/1975,Chapman,Retired,1,71,"George, Matt",,190,1998,1998
56,7/8/1960,Miami (Fla.),Retired,3,75,"Chickillo, Tony",,262,1984,1987
37,4/22/1980,Louisiana Tech,Retired,1,78,"Lavergne, Damian",,328,2003,2003
,10/1/1920,Auburn,Retired,3,71,"Gafford, Monk",,195,1946,1948
39,6/25/1977,Oklahoma,Retired,7,73,"Bartee, William",,200,2000,2006
70,12/23/1946,Arkansas-Pine Bluff,Retired,2,75,"Washington, Clarence",,264,1969,1970
45,1/10/1972,Indiana,Retired,4,73,"Lewis, Thomas",,195,1994,1997
25,12/8/1991,Bryant University,Retired,1,74,"Harris, Jordan",,215,2014,2014
102,1/11/1915,California,Retired,1,74,"Eaton, Lou",,215,1945,1945
53,4/6/1964,Cincinnati,Retired,1,69,"Sawyer, Jon",,175,1987,1987
,5/2/1916,Holy Cross,Retired,1,68,"Gaziano, Frank",,218,1944,1944
49,2/29/1968,Northern Iowa,Retired,1,77,"Paup, Bryce",,247,1990,2000
83,8/11/1933,Maryland,Retired,1,75,"Nickla, Ed",,240,1959,1959
35,6/30/1981,California,Retired,2,74,"Tafisi, Nu'u",,268,2007,2008
47,3/12/1970,Sam Houston State,Retired,9,77,"Bankston, Michael",,285,1992,2000
25,8/6/1991,Nevada,Retired,1,75,"Tenpenny, Chase",,252,2014,2014
26,1/26/1991,USC,Active,5,74,"McDonald, T.J.",DB,217,,
39,12/22/1977,Arizona,Retired,1,71,"Northcutt, Dennis",,172,2000,2010
62,7/15/1954,California Lutheran,Retired,6,70,"Bauer, Hank",,200,1977,1982
52,1/2/1965,Southeast Missouri State,Retired,1,68,"Jackson, David",,175,1987,1987
,4/21/1953,Abilene Christian,Retired,7,74,"Perkins, Johnny",,205,1977,1983
,1/17/1931,Mississippi,Retired,2,72,"Mangum, Pete",,219,1954,1960
,8/1/1900,Denison,Retired,1,69,"Calhoun, Eric",,210,1926,1926
72,7/22/1944,Mississippi,Retired,2,73,"Dennis, Mike",,207,1968,1969
,12/11/1929,Wisconsin,Retired,5,70,"Teteak, Deral",,210,1952,1956
52,9/9/1964,Penn State,Retired,4,73,"Manoa, Tim",,227,1987,1991
34,4/23/1983,Minnesota,Retired,3,75,"Eslinger, Greg",,292,2006,2008
69,10/17/1947,Michigan,Retired,7,73,"Johnson, Ron",,205,1969,1975
113,10/13/1903,Penn State,Retired,3,72,"Filak, Jack",,190,1927,1929
45,8/1/1971,Alabama A&M,Retired,3,72,"Lester, Fred",,232,1994,1997
,4/17/1973,Northern Arizona,Retired,5,74,"Lewis, Jeff",,211,1996,2000
37,11/11/1979,Buffalo,Retired,1,77,"Johnson, Adam",,213,2006,2006
31,9/29/1985,Georgia Tech,Retired,9,77,"Johnson, Calvin",,237,2007,2015
37,6/14/1979,North Dakota,Retired,2,79,"Knutson, Matt",,305,2002,2003
24,12/20/1992,Mississippi,Active,2,74,"Hamilton, Woodrow",DT,315,,
41,7/8/1975,Wisconsin,Retired,5,72,"Martin, Cecil",,235,1999,2003
41,7/10/1975,Purdue,Retired,5,75,"Nwokorie, Chukie",,288,1999,2003
27,3/12/1990,Colorado State,Retired,1,78,"Caprioglio, Joe",,315,2013,2013
,10/26/1946,Texas,Retired,2,74,"Wainscott, Loyd",,235,1969,1970
40,9/13/1976,Cincinnati,Retired,7,75,"Ransom, Derrick",,306,1998,2004
30,11/15/1986,San Jose State,Retired,4,72,"Francies, Coye",,185,2009,2012
39,11/3/1977,Tennessee State,Retired,2,68,"Jennings, Ligarius",,202,2001,2002
34,7/19/1982,Fresno State,Retired,1,73,"Visintainer, Brett",,211,2005,2005
33,8/24/1983,Kansas,Retired,3,75,"Fine, Derek",,247,2008,2010
27,10/12/1989,Texas A&M,Retired,3,77,"Bass, Ben",,294,2012,2014
24,10/21/1992,Auburn,Active,4,77,"Robinson, Greg",T,332,,
37,10/8/1979,Ohio State,Retired,1,74,"Pickett, Ryan",,340,2001,2014
,10/28/1901,Texas State,Retired,1,72,"Kallina, Ed",,205,1928,1928
26,11/15/1990,Kansas,Active,5,73,"McDougald, Bradley",DB,209,,
26,9/26/1990,Illinois State,Retired,1,77,"Aladenoye, Josh",,325,2014,2014
28,8/25/1988,Louisville,Retired,1,77,"Wetterer, Mark",,319,2011,2011
75,7/31/1941,Boston College,Retired,6,73,"Graham, Art",,205,1963,1968
,3/10/1962,Cheyney,Retired,1,71,"Waters, Andre",,200,1984,1995
49,1/31/1968,Louisiana-Monroe,Retired,1,75,"Pederson, Doug",,222,1993,2004
29,12/28/1987,Central Michigan,Retired,3,70,"Agnew, Vince",,196,2011,2013
56,10/11/1960,Mississippi State,Retired,5,74,"Young, Glen",,205,1983,1988
29,6/15/1987,Wisconsin,Retired,1,79,"Vanden Heuvel, Eric",,340,2011,2011
,9/23/1935,Michigan State,Retired,9,73,"Peaks, Clarence",,218,1957,1965
65,11/22/1951,Eastern Michigan,Retired,2,73,"Garrett, Reggie",,172,1974,1975
70,7/15/1946,Tulsa,Retired,4,74,"Jenkins, Al",,245,1969,1973
37,10/9/1979,Notre Dame,Retired,1,71,"Walton, Shane",,190,2003,2003
23,9/16/1993,Texas,Active,3,76,"Swaim, Geoff",TE,260,,
45,1/24/1972,Howard,Retired,3,75,"Walker, Jay",,229,1994,1997
,4/25/1924,Oklahoma,Retired,7,76,"Rapacz, Johnny",,252,1948,1954
,1/9/1932,Indiana,Retired,4,71,"Gedman, Gene",,195,1953,1958
46,10/27/1970,Pittsburgh,Retired,4,70,"Lewis, Vernon",,192,1993,1996
77,4/16/1940,Florida State,Retired,3,72,"Kinderman, Keith",,221,1963,1965
,,Otterbein,Retired,3,73,"Faust, Dick",,208,1924,1929
23,9/8/1993,West Virginia,Active,2,70,"Joseph, Karl",SS,207,,
29,9/2/1987,UCLA,Active,6,71,"Forbath, Kai",K,197,,
,1/2/1921,Ohio State,Retired,1,69,"Cheroke, George",,195,1946,1946
67,8/7/1949,Boston College,Retired,3,74,"Thomas, Bill",,225,1972,1974
62,7/17/1954,Tennessee State,Retired,3,71,"Barnes, Larry",,220,1977,1979
23,10/31/1993,California,Retired,1,69,"Jackson, Kameron",,175,2014,2014
,7/12/1918,St. Mary's (Tex.),Retired,2,70,"Sandig, Curt",,170,1942,1946
58,6/19/1958,USC,Retired,6,75,"Johnson, Dennis",,234,1980,1985
,3/27/1931,Fresno State,Retired,1,74,"Fanucchi, Ledio",,225,1954,1954
37,11/22/1979,Clemson,Retired,7,71,"Adams, Keith",,223,2001,2007
67,9/30/1949,USC,Retired,6,74,"Hall, Willie",,223,1972,1978
29,2/27/1988,Richmond,Retired,3,74,"Parker, Martin",,303,2011,2013
39,2/22/1978,Notre Dame,Retired,4,72,"Goodspeed, Joey",,250,2002,2006
34,6/28/1982,Florida,Retired,0,76,"Lee, Darrell",,273,2006,2006
40,1/30/1977,Baylor,Retired,2,76,"Johnson, Dwight",,290,2000,2002
42,5/29/1975,Baylor,Active,1,69,"Bryant, Matt",K,203,,
44,1/11/1973,Montana,Retired,2,71,"Dickenson, Dave",,185,2001,2002
74,5/21/1943,Penn State,Retired,1,75,"Ressler, Glenn",,250,1965,1974
33,10/30/1983,Stanford,Retired,8,76,"Edwards, Trent",,230,2007,2014
33,3/14/1984,Virginia,Active,1,75,"Brooks, Ahmad",OLB,259,,
62,5/28/1955,USC,Retired,1,77,"Gay, Bill",,250,1978,1988
,2/2/1934,Iowa,Retired,2,75,"Lapham, Bill",,238,1960,1961
,,No College,Retired,1,73,"Van Meter, Ed",,212,1921,1921
32,12/31/1984,Tulane,Retired,3,72,"Cannon, Anthony",,228,2006,2008
75,3/1/1942,UCLA,Retired,6,76,"Johnson, Mitch",,251,1965,1971
46,10/11/1970,California,Retired,1,74,"Ahanotu, Chidi",,285,1993,2004
82,4/17/1935,Michigan State,Retired,4,72,"Kowalczyk, Walt",,208,1958,1961
32,4/5/1985,Central State (Ohio),Retired,1,72,"Phillips, Pernell",,311,2009,2009
,5/27/1922,Syracuse,Retired,1,73,"Ellis, Larry",,204,1948,1948
41,5/25/1976,Toledo,Retired,2,76,"Lindstrom, Gabe",,221,2001,2006
60,7/9/1956,Florida,Retired,8,70,"LeCount, Terry",,178,1978,1987
39,12/31/1977,Georgia,Retired,8,70,"Pass, Patrick",,217,2000,2007
52,11/1/1964,Hampton,Retired,1,74,"Westberry, Gary",,268,1987,1987
,3/2/1900,Penn State,Retired,1,73,"Schuster, Dick",,185,1925,1925
36,4/7/1981,Oregon State,Retired,3,70,"Roberts, Terrell",,197,2003,2005
,10/9/1930,Tennessee,Retired,1,71,"Lauricella, Hank",,175,1952,1952
,4/19/1927,Tulane,Retired,6,77,"Teeuws, Len",,242,1952,1957
,12/11/1921,Indiana,Retired,5,73,"Zimny, Bob",,233,1945,1949
24,4/22/1993,Texas Tech,Active,2,77,"Clark, Le'Raven",OT,319,,
30,10/31/1986,Southern Methodist,Retired,1,73,"Fleps, Pete",,236,2011,2011
26,2/22/1991,Buffalo,Active,4,75,"Mack, Khalil",DE,250,,
36,10/3/1980,Urbana,Retired,1,75,"Lewis, Marcus",,295,2006,2007
69,1/31/1948,LSU,Retired,1,76,"Lee, Buddy",,215,1971,1971
42,2/24/1975,Wisconsin,Retired,1,74,"Carter, Daryl",,222,1997,1997
,7/2/1905,Ohio Wesleyan,Retired,1,74,"Lamme, Buck",,180,1931,1931
30,10/6/1986,Nebraska,Retired,3,72,"Glenn, Cody",,240,2009,2011
,3/19/1899,Washington & Jefferson,Retired,5,72,"Oltz, Russ",,210,1920,1925
69,4/6/1948,Johnson C. Smith,Retired,1,71,"Beamer, Tim",,190,1971,1971
32,1/3/1985,No College,Retired,1,75,"Ivanov, Sergey",,218,2008,2008
37,12/9/1979,Kansas,Retired,2,71,"Davison, Andrew",,185,2002,2003
35,12/18/1981,Oklahoma,Retired,5,73,"Nicholson, Donte",,216,2005,2009
65,2/20/1952,Virginia,Retired,1,76,"Davis, Harrison",,219,1974,1974
,10/16/1901,No College,Retired,1,68,"Eiden, Jim",,185,1926,1926
24,3/16/1993,Fresno State,Active,1,70,"Washington, Charles",DB,192,,
65,8/8/1951,Clemson,Retired,1,75,"Harrell, Rick",,238,1973,1973
36,5/20/1981,Ohio State,Retired,4,75,"Reynolds, Rob",,242,2004,2007
33,9/8/1983,Arkansas State,Retired,3,71,"O'Neal, Oren",,245,2007,2009
41,8/23/1975,Southern Connecticut State,Retired,1,75,"Andruzzi, Joe",,315,1997,2006
24,5/28/1993,Minnesota,Active,3,73,"Wilson, Damien",OLB,243,,
25,2/29/1992,UCLA,Active,3,72,"Kendricks, Eric",MLB,232,,
55,9/8/1961,Utah,Retired,7,77,"Parker, Andy",,244,1984,1990
70,1/8/1947,West Chester,Retired,7,73,"Gersbach, Carl",,230,1970,1976
,5/14/1908,Bliss College,Retired,1,72,"Glassman, Frank",,210,1929,1929
27,12/29/1989,Miami (Fla.),Active,6,70,"Benjamin, Travis",WR,175,,
72,7/24/1944,Georgia Tech,Retired,5,73,"Baynham, Craig",,203,1967,1972
33,5/28/1984,Lindenwood,Retired,1,74,"Atterberry, Zac",,186,2008,2008
79,4/24/1938,U. of Pacific,Retired,1,72,"Urenda, Herm",,182,1963,1963
,11/24/1900,No College,Retired,1,68,"Zoll, Marty",,185,1921,1921
40,10/16/1976,San Diego State,Retired,2,74,"Malano, Mike",,304,2000,2002
29,11/17/1987,Georgia,Retired,2,74,"Gamble, Darryl",,255,2011,2012
72,3/5/1945,Utah,Retired,9,73,"Thompson, Norm",,180,1971,1979
27,8/9/1989,Nebraska,Active,7,73,"Paul, Niles",TE,242,,
27,2/9/1990,Florida State,Retired,1,74,"Jenkins, Brandon",,251,2013,2013
57,12/25/1959,Virginia,Retired,4,73,"Anderson, Stuart",,238,1982,1985
,3/26/1897,Marquette,Retired,1,70,"Davis, Pahl",,185,1922,1922
,9/10/1938,Montana State,Retired,6,73,"Schmitz, Bob",,240,1961,1966
58,2/13/1959,South Carolina,Retired,8,76,"Scott, Willie",,245,1981,1988
76,8/5/1940,North Carolina State,Retired,1,77,"Gabriel, Roman",,220,1962,1977
24,10/10/1992,Boston College,Active,2,77,"Silberman, Ian",OT,306,,
32,7/7/1984,Mississippi Valley State,Retired,0,76,"Timmons, Tyrone",,220,2007,2007
51,2/28/1966,North Carolina,Retired,9,75,"Goad, Tim",,280,1988,1996
37,10/23/1979,Shippensburg,Retired,1,77,"Johnson, Ron",,255,2003,2003
,7/25/1898,Wabash,Retired,1,66,"Lindsey, Menz",,165,1921,1921
43,1/10/1974,Northern Illinois,Retired,1,72,"Thomas, Hollis",,340,1996,2009
,,,Retired,,,"Cassidy, null",,,1921,1921
,1/13/1921,Alabama,Retired,2,75,"Olenski, Mitch",,222,1946,1947
,5/15/1921,Boston U.,Retired,3,71,"Lamana, Pete",,210,1946,1948
53,8/31/1963,Nebraska,Retired,8,74,"Davis, Brian",,190,1987,1994
28,10/13/1988,Ohio State,Retired,4,71,"Sanzenbacher, Dane",,184,2011,2014
27,5/1/1990,Delaware,Active,5,72,"Worrilow, Paul",MLB,230,,
36,2/10/1981,Florida,Retired,3,72,"Carthon, Ran",,218,2004,2006
57,5/17/1960,Iowa State,Retired,5,75,"Johnson, Dan",,240,1983,1987
27,1/18/1990,USC,Active,5,77,"Horton, Wes",DE,265,,
27,6/9/1989,Michigan State,Retired,2,71,"Adams, Johnny",,177,2013,2014
55,2/19/1962,Missouri,Retired,1,72,"Thomas, Curtland",,185,1987,1987
,8/29/1931,Florida A&M,Retired,1,76,"Lee, Herman",,244,1957,1966
22,2/14/1995,Penn State,Active,2,76,"Hackenberg, Christian",QB,228,,
46,9/18/1970,Mississippi,Retired,1,76,"Lindsay, Everett",,302,1993,2003
59,9/15/1957,Michigan State,Retired,3,78,"Fields, Angelo",,321,1980,1982
75,4/9/1942,Boston College,Retired,2,76,"Capp, Dick",,240,1967,1968
50,8/17/1966,Notre Dame,Retired,7,75,"Figaro, Cedric",,242,1988,1996
65,3/3/1952,Kentucky State,Retired,2,73,"Oliver, Frank",,194,1975,1976
30,9/28/1986,Penn State,Unsigned free agent,8,71,"Norwood, Jordan",WR,180,,
53,6/11/1963,North Carolina,Retired,1,74,"Barnhardt, Tommy",,228,1987,2000
44,7/10/1972,Stanford,Retired,2,77,"Jerich, Mike",,295,1996,1997
63,9/8/1953,Oregon,Retired,1,71,"Farmer, Teddy",,175,1978,1978
31,7/6/1985,Western Washington,Unsigned free agent,6,73,"Overton, Matt",LS,243,,
44,9/12/1972,Florida,Retired,2,73,"Campbell, Mark",,290,1996,1997
48,6/26/1968,Savannah State,Retired,1,74,"Sharpe, Shannon",,228,1990,2003
44,6/3/1973,West Virginia,Retired,1,72,"Emanuel, Charles",,196,1997,1997
,11/14/1900,Lafayette,Retired,2,68,"Seasholtz, George",,185,1922,1924
,12/1/1919,Texas Christian,Retired,2,71,"Nix, Emery",,180,1943,1946
25,7/6/1991,Brigham Young,Active,2,78,"Kaufusi, Bronson",DE,285,,
69,3/27/1948,Prairie View A&M,Retired,1,76,"Harvey, Claude",,225,1970,1970
47,5/24/1970,Purdue,Retired,1,74,"Zgonina, Jeff",,285,1993,2009
54,3/29/1963,Michigan,Retired,4,76,"Hammerstein, Mike",,270,1986,1990
,3/12/1899,St. Thomas,Retired,3,72,"Madigan, John",,185,1922,1924
,4/4/1900,Northwestern,Retired,2,,"DeStefano, Fred",,195,1924,1925
42,7/23/1974,Ohio State,Retired,1,71,"Glenn, Terry",,196,1996,2007
67,8/1/1949,Ohio State,Retired,2,72,"Anderson, Tim",,205,1975,1976
,3/2/1918,Birmingham-Southern,Retired,1,75,"Ware, Charlie",,245,1944,1944
59,11/16/1957,Tulane,Retired,1,72,"Alexis, Alton",,184,1980,1980
,3/20/1919,Auburn,Retired,4,74,"Cheatham, Lloyd",,211,1942,1948
,11/10/1903,Syracuse,Retired,1,71,"Bayley, John",,185,1927,1927
36,8/31/1980,Mississippi State,Retired,1,76,"Lee, Donald",,248,2003,2012
31,10/11/1985,Michigan State,Unsigned free agent,1,79,"Davis, Kellen",TE,265,,
34,3/13/1983,Northeastern,Retired,3,76,"Gibbons, Ryan",,318,2006,2009
25,5/3/1992,West Virginia,Active,3,76,"Glowinski, Mark",OG,310,,
,10/17/1930,Miami (Fla.),Retired,1,71,"Chickillo, Nick",,220,1953,1953
52,1/9/1965,Texas-El Paso,Retired,1,76,"Keseday, Bob",,225,1987,1987
54,10/2/1962,Marshall,Retired,1,75,"Manos, Sam",,265,1987,1987
37,9/7/1979,Southern Mississippi,Retired,1,73,"Kelly, Jeff",,212,2002,2002
59,3/3/1958,Alabama,Retired,1,73,"Searcey, Bill",,281,1985,1985
41,10/7/1975,Southern University,Retired,1,75,"Davis, Andre",,330,1996,1996
,11/10/1949,Colorado,Retired,4,76,"Kay, Rick",,235,1973,1977
26,6/5/1991,Virginia,Active,5,77,"Aboushi, Oday",OG,308,,
23,4/30/1994,California,Active,2,70,"Treggs, Bryce",WR,185,,
37,3/3/1980,Mississippi State,Retired,1,75,"Haggan, Mario",,274,2003,2012
32,9/22/1984,Pittsburgh,Retired,6,69,"Session, Clint",,248,2007,2012
,4/8/1945,Mississippi,Retired,1,76,"Urbanek, Jim",,270,1968,1968
71,8/31/1945,Southern University,Retired,1,73,"Barnes, Pete",,239,1967,1977
32,2/10/1985,Oregon State,Retired,5,74,"DeVan, Kyle",,306,2008,2012
70,2/18/1947,Purdue,Retired,5,75,"Keyes, Leroy",,208,1969,1973
,3/18/1951,Arkansas,Retired,1,74,"Rhodes, Danny",,220,1974,1974
56,11/27/1960,Texas Tech,Retired,9,68,"Harris, Leonard",,162,1986,1994
36,10/2/1980,Oregon State,Retired,4,77,"Euhus, Tim",,256,2004,2007
36,2/19/1981,St. John's (Minn.),Retired,1,74,"Elliott, Blake",,215,2004,2004
31,6/2/1986,Illinois,Retired,3,74,"Davis, Will",,257,2009,2011
58,8/30/1958,Washington,Retired,5,74,"Flick, Tom",,190,1981,1987
41,12/4/1975,Northwestern,Retired,5,74,"Bates, D'Wayne",,215,1999,2003
,9/2/1942,Michigan,Retired,1,74,"Keating, Tom",,247,1964,1975
