player,position,C,D,LW,RW,retire_year,retire_age,years_played
Lasse Pirjeta\pirjela01,C,1,0,0,0,2006,31,1
Laurent Dauphin\dauphla01,C,1,0,0,0,2017,21,2
Lauri Korpikoski\korpila01,LW,0,0,1,0,2017,30,9
Lauri Tukonen\tukonla01,RW,0,0,0,1,2009,21,2
Lawrence Nycholat\nychola01,D,0,1,0,0,2009,29,3
Lawson Crouse\crousla01,LW,0,0,1,0,2017,19,1
Lee Goren\gorenle01,RW,0,0,0,1,2009,29,2
Lee Stempniak\stemple01,RW,0,0,0,1,2017,33,12
Lee Sweatt\sweatle01,D,0,1,0,0,2011,25,1
Lennart Petrell\petrele01,C,1,0,0,0,2013,28,2
Leo Komarov\komarle01,C,1,0,0,0,2017,30,5
Leon Draisaitl\draisle01,C,1,0,0,0,2017,21,3
Liam O'Brien\obrieli01,LW,0,0,1,0,2017,22,3
Liam Reddox\reddoli01,LW,0,0,1,0,2011,25,4
Linden Vey\veyli01,RW,0,0,0,1,2017,25,4
Linus Klasen\klaseli01,LW,0,0,1,0,2011,24,1
Linus Omark\omarkli01,LW,0,0,1,0,2014,26,4
Logan Couture\coutulo01,C,1,0,0,0,2017,27,8
Logan Shaw\shawlo01,RW,0,0,0,1,2017,25,2
Loui Eriksson\erikslo01,RW,0,0,0,1,2017,31,11
Louis Leblanc\leblalo01,C,1,0,0,0,2014,23,3
Louis Robitaille\robitlo01,D,0,1,0,0,2006,23,1
Lubomir Visnovsky\visnolu01,D,0,1,0,0,2015,38,10
Luc Bourdon\bourdlu01,D,0,1,0,0,2009,20,2
Luc Robitaille*\robitlu01,LW,0,0,1,0,2006,39,1
Luca Caputi\caputlu01,LW,0,0,1,0,2011,22,3
Luca Sbisa\sbisalu01,D,0,1,0,0,2017,27,9
Lucas Lessio\lessilu01,LW,0,0,1,0,2016,23,3
Lucas Wallmark\wallmlu01,C,1,0,0,0,2017,21,1
Lukas Kaspar\kaspalu01,LW,0,0,1,0,2009,23,2
Lukas Krajicek\krajilu01,D,0,1,0,0,2010,26,5
Lukas Sedlak\sedlalu01,LW,0,0,1,0,2017,23,1
Luke Adam\adamlu01,LW,0,0,1,0,2015,24,5
Luke Gazdic\gazdilu01,LW,0,0,1,0,2017,27,4
Luke Glendening\glendlu01,C,1,0,0,0,2017,27,4
Luke Richardson\richalu01,D,0,1,0,0,2009,39,4
Luke Schenn\schenlu01,D,0,1,0,0,2017,27,9
Luke Witkowski\witkolu01,D,0,1,0,0,2017,26,3
Lyle Odelein\odelely01,D,0,1,0,0,2006,37,1
Lynn Loyns\loynsly01,LW,0,0,1,0,2006,24,1
MacGregor Sharp\sharpma01,C,1,0,0,0,2010,24,1
MacKenzie Weegar\weegama01,D,0,1,0,0,2017,23,1
Magnus Johansson\johanma01,D,0,1,0,0,2008,34,1
Magnus Paajarvi\paajama01,LW,0,0,1,0,2017,25,7
Maksim Mayorov\mayorma01,RW,0,0,0,1,2012,22,4
Manny Malhotra\malhoma01,C,1,0,0,0,2015,34,10
Marc Chouinard\chouima01,C,1,0,0,0,2009,29,2
Marc Methot\methoma01,D,0,1,0,0,2017,31,11
Marc Pouliot\poulima01,C,1,0,0,0,2012,26,7
Marc Savard\savarma01,C,1,0,0,0,2011,33,6
Marc Staal\staalma01,D,0,1,0,0,2017,30,10
Marc-Andre Bergeron\bergema02,D,0,1,0,0,2013,32,8
Marc-Andre Bourdon\bourdma01,D,0,1,0,0,2012,22,1
Marc-Andre Cliche\clichma01,RW,0,0,0,1,2015,27,6
Marc-Andre Gragnani\gragnma01,LW,0,0,1,0,2016,28,9
Marc-Edouard Vlasic\vlasima01,D,0,1,0,0,2017,29,11
Marcel Goc\gocma01,C,1,0,0,0,2015,31,10
Marcel Hossa\hossama02,LW,0,0,1,0,2009,26,3
Marcel Mueller\muellma01,C,1,0,0,0,2011,22,1
Marco Scandella\scandma01,D,0,1,0,0,2017,26,7
Marco Sturm\sturmma01,LW,0,0,1,0,2012,33,7
Marcus Foligno\foligma01,LW,0,0,1,0,2017,25,6
Marcus Johansson\johanma03,LW,0,0,1,0,2017,26,7
Marcus Kruger\krugema01,C,1,0,0,0,2017,26,7
Marcus Nilson\nilsoma01,LW,0,0,1,0,2009,29,3
Marcus Sorensen\sorenma01,RW,0,0,0,1,2017,24,1
Marek Hrivik\hrivima01,LW,0,0,1,0,2017,25,2
Marek Malik\malikma01,D,0,1,0,0,2009,33,4
Marek Svatos\svatoma01,RW,0,0,0,1,2011,28,6
Marek Zidlicky\zidlima01,D,0,1,0,0,2016,38,11
Marian Gaborik\gaborma01,RW,0,0,0,1,2017,34,12
Marian Hossa\hossama01,RW,0,0,0,1,2017,38,12
Mario Bliznak\bliznma01,C,1,0,0,0,2011,23,2
Mario Lemieux*\lemiema01,C,1,0,0,0,2006,40,1
Mariusz Czerkawski\czerkma01,RW,0,0,0,1,2006,33,1
Mark Alt\altma01,D,0,1,0,0,2015,23,1
Mark Arcobello\arcobma01,LW,0,0,1,0,2016,27,4
Mark Barberio\barbema01,D,0,1,0,0,2017,26,5
Mark Bell\bellma01,LW,0,0,1,0,2012,31,7
Mark Borowiecki\borowma01,D,0,1,0,0,2017,27,6
Mark Cullen\cullema02,C,1,0,0,0,2012,33,7
Mark Cundari\cundama01,D,0,1,0,0,2014,23,2
Mark Eaton\eatonma01,D,0,1,0,0,2013,35,8
Mark Fayne\faynema01,D,0,1,0,0,2017,29,7
Mark Fistric\fistrma01,D,0,1,0,0,2015,28,8
Mark Flood\floodma01,D,0,1,0,0,2012,27,3
Mark Fraser\frasema01,D,0,1,0,0,2015,28,9
Mark Giordano\giordma01,D,0,1,0,0,2017,33,12
Mark Hartigan\hartima01,C,1,0,0,0,2009,30,3
Mark Jankowski\jankoma01,C,1,0,0,0,2017,22,1
Mark Katic\katicma01,D,0,1,0,0,2011,21,1
Mark Letestu\letesma01,C,1,0,0,0,2017,31,8
Mark Mancari\mancama01,RW,0,0,0,1,2012,26,6
Mark McNeill\mcneima01,RW,0,0,0,1,2017,23,2
Mark Mowers\mowerma01,RW,0,0,0,1,2009,33,3
Mark Olver\olverma01,C,1,0,0,0,2013,25,3
Mark Parrish\parrima01,RW,0,0,0,1,2011,33,6
Mark Popovic\popovma01,D,0,1,0,0,2010,27,5
Mark Pysyk\pysykma01,D,0,1,0,0,2017,25,5
Mark Recchi*\recchma01,RW,0,0,0,1,2011,42,6
Mark Rycroft\rycroma01,RW,0,0,0,1,2009,28,2
Mark Scheifele\scheima01,C,1,0,0,0,2017,23,6
Mark Smith\smithma01,C,1,0,0,0,2009,30,3
Mark Stone\stonema01,RW,0,0,0,1,2017,24,5
Mark Streit\streima01,D,0,1,0,0,2017,39,12
Mark Stuart\stuarma01,D,0,1,0,0,2017,32,12
Mark Van Guilder\vanguma01,C,1,0,0,0,2014,30,1
Marko Dano\danoma01,C,1,0,0,0,2017,22,3
Markus Granlund\granlma01,C,1,0,0,0,2017,23,4
Markus Hannikainen\hannima01,LW,0,0,1,0,2017,23,2
Markus Naslund\nasluma02,RW,0,0,0,1,2009,35,4
Markus Nutivaara\nutivma01,D,0,1,0,0,2017,22,1
Martin Cibak\cibakma01,C,1,0,0,0,2006,25,1
Martin Erat\eratma01,RW,0,0,0,1,2015,33,10
Martin Frk\frkma01,RW,0,0,0,1,2017,23,1
Martin Gelinas\gelinma01,LW,0,0,1,0,2009,37,3
Martin Grenier\grenima01,D,0,1,0,0,2009,26,1
Martin Hanzal\hanzama01,C,1,0,0,0,2017,29,10
Martin Havlat\havlama01,RW,0,0,0,1,2016,34,11
Martin Lapointe\lapoima01,RW,0,0,0,1,2009,34,3
Martin Lojek\lojekma01,D,0,1,0,0,2009,22,2
Martin Marincin\marinma01,D,0,1,0,0,2017,24,4
Martin Rucinsky\rucinma01,LW,0,0,1,0,2009,36,3
Martin Skoula\skoulma01,D,0,1,0,0,2010,30,5
Martin St. Louis\stlouma01,RW,0,0,0,1,2015,39,10
Martin St. Pierre\stpiema01,C,1,0,0,0,2014,30,9
Martin Straka\strakma01,LW,0,0,1,0,2009,35,3
Martins Karsums\karsuma01,RW,0,0,0,1,2009,22,1
Marty Murray\murrama01,C,1,0,0,0,2009,31,1
Marty Reasoner\reasoma01,C,1,0,0,0,2013,35,8
Masi Marjamaki\marjama01,RW,0,0,0,1,2006,21,1
Mason Raymond\raymoma01,LW,0,0,1,0,2017,31,10
Mat Clark\clarkma01,D,0,1,0,0,2015,24,4
Mathew Barzal\barzama01,C,1,0,0,0,2017,19,1
Mathew Dumba\dumbama01,D,0,1,0,0,2017,22,4
Mathias Tjarnqvist\tjarnma01,LW,0,0,1,0,2009,28,3
Mathieu Biron\bironma02,D,0,1,0,0,2006,25,1
Mathieu Carle\carlema02,D,0,1,0,0,2010,22,1
Mathieu Dandenault\dandema01,RW,0,0,0,1,2009,32,4
Mathieu Darche\darchma01,LW,0,0,1,0,2012,35,6
Mathieu Perreault\perrema01,C,1,0,0,0,2017,29,8
Mathieu Roy\royma01,D,0,1,0,0,2013,29,8
Mathieu Schneider\schnema01,D,0,1,0,0,2010,40,5
Mats Sundin*\sundima01,C,1,0,0,0,2009,37,4
Mats Zuccarello\zuccama01,RW,0,0,0,1,2017,29,7
Matt Anderson\anderma01,RW,0,0,0,1,2013,30,1
Matt Bartkowski\bartkma01,D,0,1,0,0,2017,28,7
Matt Beleskey\belesma01,LW,0,0,1,0,2017,28,9
Matt Benning\bennima01,D,0,1,0,0,2017,22,1
Matt Bradley\bradlma01,RW,0,0,0,1,2012,33,7
Matt Calvert\calvema01,LW,0,0,1,0,2017,27,7
Matt Campanale\campama01,D,0,1,0,0,2011,22,1
Matt Carey\careyma01,LW,0,0,1,0,2014,21,1
Matt Carkner\carknma01,RW,0,0,0,1,2014,33,9
Matt Carle\carlema01,D,0,1,0,0,2017,32,12
Matt Cooke\cookema01,LW,0,0,1,0,2015,36,10
Matt Cullen\cullema01,C,1,0,0,0,2017,40,12
Matt D'Agostini\dagosma01,RW,0,0,0,1,2014,27,7
Matt Donovan\donovma01,D,0,1,0,0,2015,24,4
Matt Duchene\duchema01,C,1,0,0,0,2017,26,8
Matt Ellis\ellisma01,LW,0,0,1,0,2015,33,9
Matt Ellison\ellisma02,RW,0,0,0,1,2009,23,2
Matt Foy\foyma01,RW,0,0,0,1,2009,24,3
Matt Fraser\frasema02,RW,0,0,0,1,2015,24,4
Matt Frattin\frattma01,RW,0,0,0,1,2015,27,5
Matt Gilroy\gilroma01,D,0,1,0,0,2014,29,5
Matt Greene\greenma01,D,0,1,0,0,2017,33,12
Matt Halischuk\halisma01,RW,0,0,0,1,2016,27,8
Matt Hendricks\hendrma01,LW,0,0,1,0,2017,35,9
Matt Hunwick\hunwima01,D,0,1,0,0,2017,31,10
Matt Hussey\hussema01,C,1,0,0,0,2009,27,2
Matt Irwin\irwinma01,D,0,1,0,0,2017,29,5
Matt Jones\jonesma01,D,0,1,0,0,2009,24,3
Matt Kassian\kassima01,LW,0,0,1,0,2014,27,4
Matt Keith\keithma01,RW,0,0,0,1,2009,24,3
Matt Koalska\koalsma01,C,1,0,0,0,2006,25,1
Matt Lashoff\lashoma01,D,0,1,0,0,2011,24,5
Matt Lindblad\lindbma01,C,1,0,0,0,2015,24,2
Matt Martin\martima02,LW,0,0,1,0,2017,27,8
Matt Moulson\moulsma01,LW,0,0,1,0,2017,33,10
Matt Murley\murlema01,LW,0,0,1,0,2008,28,3
Matt Niskanen\niskama01,D,0,1,0,0,2017,30,10
Matt Pelech\pelecma01,RW,0,0,0,1,2014,26,6
Matt Pettinger\pettima01,LW,0,0,1,0,2010,29,5
Matt Puempel\puempma01,LW,0,0,1,0,2017,24,3
Matt Read\readma01,RW,0,0,0,1,2017,30,6
Matt Ryan\ryanma01,C,1,0,0,0,2006,22,1
Matt Smaby\smabyma01,D,0,1,0,0,2011,26,4
Matt Stajan\stajama01,C,1,0,0,0,2017,33,12
Matt Taormina\taormma01,D,0,1,0,0,2016,29,6
Matt Tennyson\tennyma01,D,0,1,0,0,2017,26,5
Matt Walker\walkema01,D,0,1,0,0,2012,31,7
Matt Watkins\watkima01,RW,0,0,0,1,2012,25,1
Matthew Barnaby\barnama01,RW,0,0,0,1,2009,33,2
Matthew Corrente\correma01,D,0,1,0,0,2011,22,2
Matthew Grzelcyk\grzelma01,D,0,1,0,0,2017,23,1
Matthew Konan\konanma01,D,0,1,0,0,2013,21,1
Matthew Lombardi\lombama01,C,1,0,0,0,2013,30,8
Matthew Lorito\loritma01,LW,0,0,1,0,2017,26,1
Matthew Nieto\nietoma01,LW,0,0,1,0,2017,24,4
Matthew Peca\pecama01,C,1,0,0,0,2017,23,1
Matthew Spiller\spillma01,D,0,1,0,0,2008,24,3
Matthew Tkachuk\tkachma01,LW,0,0,1,0,2017,19,1
Mattias Ekholm\ekholma01,D,0,1,0,0,2017,26,6
Mattias Janmark\janmama02,C,1,0,0,0,2016,23,1
Mattias Norstrom\norstma01,D,0,1,0,0,2009,36,3
Mattias Ohlund\ohlunma01,D,0,1,0,0,2011,34,6
Mattias Ritola\ritolma01,C,1,0,0,0,2012,24,5
Mattias Tedenby\tedenma01,RW,0,0,0,1,2014,23,4
Mattias Weinhandl\weinhma01,RW,0,0,0,1,2009,26,2
Max Domi\domima01,LW,0,0,1,0,2017,21,2
Max Friberg\fribema01,LW,0,0,1,0,2016,23,2
Max McCormick\mccorma01,RW,0,0,0,1,2017,24,2
Max Pacioretty\pacioma01,LW,0,0,1,0,2017,28,9
Max Reinhart\reinhma01,C,1,0,0,0,2015,22,3
Max Sauve\sauvema01,C,1,0,0,0,2012,22,1
Maxim Afinogenov\afinoma01,RW,0,0,0,1,2010,30,5
Maxim Kondratiev\kondrma01,D,0,1,0,0,2008,25,3
Maxim Lapierre\lapiema01,C,1,0,0,0,2015,29,10
Maxim Noreau\noreama01,D,0,1,0,0,2011,23,2
Maxime Fortunus\fortuma01,D,0,1,0,0,2014,30,5
Maxime Macenauer\macenma01,C,1,0,0,0,2012,23,1
Maxime Talbot\talboma01,C,1,0,0,0,2016,31,11
Melker Karlsson\karlsme01,C,1,0,0,0,2017,26,3
Michael Bournival\bournmi01,LW,0,0,1,0,2017,24,4
Michael Caruso\carusmi01,D,0,1,0,0,2013,24,1
Michael Chaput\chapumi01,C,1,0,0,0,2017,24,4
Michael Del Zotto\delzomi01,D,0,1,0,0,2017,26,8
Michael Frolik\frolimi01,RW,0,0,0,1,2017,28,9
Michael Funk\funkmi01,D,0,1,0,0,2009,21,2
Michael Grabner\grabnmi01,RW,0,0,0,1,2017,29,8
Michael Holmqvist\holmqmi01,C,1,0,0,0,2009,27,2
Michael Kapla\kaplami01,D,0,1,0,0,2017,22,1
Michael Keränen\keranmi01,C,1,0,0,0,2016,26,1
Michael Latta\lattami01,C,1,0,0,0,2016,24,3
Michael Matheson\mathemi01,D,0,1,0,0,2017,22,2
Michael McCarron\mccarmi01,RW,0,0,0,1,2017,21,2
Michael Mersch\merscmi01,LW,0,0,1,0,2016,23,1
Michael Nylander\nylanmi01,C,1,0,0,0,2009,36,4
Michael Paliotta\paliomi01,D,0,1,0,0,2016,22,2
Michael Peca\pecami01,C,1,0,0,0,2009,34,4
Michael Raffl\rafflmi01,LW,0,0,1,0,2017,28,4
Michael Ryan\ryanmi01,LW,0,0,1,0,2009,28,3
Michael Ryder\rydermi01,RW,0,0,0,1,2015,34,10
Michael Sauer\sauermi01,D,0,1,0,0,2012,24,4
Michael Sgarbossa\sgarbmi01,C,1,0,0,0,2017,24,5
Michael Stone\stonemi01,D,0,1,0,0,2017,26,6
Michael Zalewski\zalewmi01,LW,0,0,1,0,2017,24,4
Michal Barinka\barinmi01,D,0,1,0,0,2006,21,1
Michal Handzus\handzmi01,C,1,0,0,0,2014,36,9
Michal Jordan\jordami01,D,0,1,0,0,2016,25,4
Michal Kempny\kempnmi01,D,0,1,0,0,2017,26,1
Michal Repik\repikmi01,RW,0,0,0,1,2012,23,4
Michal Rozsival\rozsimi01,D,0,1,0,0,2017,38,12
Micheal Ferland\ferlami01,LW,0,0,1,0,2017,24,3
Micheal Haley\haleymi01,C,1,0,0,0,2017,30,8
Michel Ouellet\ouellmi01,RW,0,0,0,1,2009,26,4
Micki DuPont\duponmi01,D,0,1,0,0,2009,27,2
Miikka Salomaki\salommi01,RW,0,0,0,1,2017,23,3
Mika Pyorala\pyorami01,C,1,0,0,0,2010,28,1
Mika Zibanejad\zibanmi01,C,1,0,0,0,2017,23,6
Mikael Backlund\backlmi01,C,1,0,0,0,2017,27,9
Mikael Granlund\granlmi01,C,1,0,0,0,2017,24,5
Mikael Samuelsson\samuemi01,RW,0,0,0,1,2014,37,9
Mike Angelidis\angelmi01,LW,0,0,1,0,2016,30,5
Mike Blunden\blundmi01,RW,0,0,0,1,2017,30,11
Mike Brown\brownmi01,LW,0,0,1,0,2006,26,1
Mike Brown\brownmi02,RW,0,0,0,1,2016,30,9
Mike Cammalleri\cammami01,LW,0,0,1,0,2017,34,12
Mike Card\cardmi01,D,0,1,0,0,2009,20,1
Mike Commodore\commomi01,D,0,1,0,0,2012,32,7
Mike Comrie\comrimi01,C,1,0,0,0,2011,30,6
Mike Connolly\connomi01,LW,0,0,1,0,2012,22,1
Mike Duco\ducomi01,LW,0,0,1,0,2012,24,3
Mike Fisher\fishemi01,C,1,0,0,0,2017,36,12
Mike Glumac\glumami01,RW,0,0,0,1,2009,27,3
Mike Green\greenmi03,D,0,1,0,0,2017,31,12
Mike Grier\griermi01,RW,0,0,0,1,2011,36,6
Mike Halmo\halmomi01,LW,0,0,1,0,2014,22,1
Mike Hoffman\hoffmmi02,LW,0,0,1,0,2017,27,6
Mike Iggulden\iggulmi01,C,1,0,0,0,2009,26,2
Mike Johnson\johnsmi01,RW,0,0,0,1,2009,33,3
Mike Knuble\knublmi01,RW,0,0,0,1,2013,40,8
Mike Komisarek\komismi01,D,0,1,0,0,2014,32,9
Mike Kostka\kostkmi01,D,0,1,0,0,2016,30,4
Mike Leclerc\leclemi01,LW,0,0,1,0,2006,29,1
Mike Liambas\liambmi01,LW,0,0,1,0,2017,27,1
Mike Lundin\lundimi01,D,0,1,0,0,2013,28,6
Mike Modano*\modanmi01,C,1,0,0,0,2011,40,6
Mike Moore\mooremi01,D,0,1,0,0,2011,26,1
Mike Mottau\mottami01,D,0,1,0,0,2014,35,7
Mike Rathje\rathjmi01,D,0,1,0,0,2009,32,2
Mike Reilly\reillmi01,D,0,1,0,0,2017,23,2
Mike Ribeiro\ribeimi01,LW,0,0,1,0,2017,36,12
Mike Ricci\riccimi01,C,1,0,0,0,2009,35,2
Mike Richards\richami02,C,1,0,0,0,2016,30,11
Mike Rupp\ruppmi01,RW,0,0,0,1,2014,34,9
Mike Santorelli\santomi01,C,1,0,0,0,2016,30,8
Mike Sillinger\sillimi01,C,1,0,0,0,2009,37,4
Mike Sislo\sislomi01,RW,0,0,0,1,2016,28,3
Mike Stuart\stuarmi01,D,0,1,0,0,2006,25,1
Mike Van Ryn\vanrymi01,D,0,1,0,0,2009,29,4
Mike Vecchione\vecchmi01,RW,0,0,0,1,2017,23,1
Mike Vernace\vernami01,D,0,1,0,0,2011,24,3
Mike Weaver\weavemi01,D,0,1,0,0,2015,36,10
Mike Weber\webermi01,D,0,1,0,0,2016,28,9
Mike York\yorkmi01,LW,0,0,1,0,2009,31,4
Mike Zigomanis\zigommi01,C,1,0,0,0,2011,30,6
Mikhail Grabovski\grabomi01,C,1,0,0,0,2016,32,10
Mikhail Grigorenko\grigomi01,C,1,0,0,0,2017,22,5
Mikhail Sergachev\sergami01,D,0,1,0,0,2017,18,1
Mikhail Yakubov\yakubmi01,C,1,0,0,0,2006,23,1
Mikkel Boedker\boedkmi01,LW,0,0,1,0,2017,27,9
Mikko Koivu\koivumi01,C,1,0,0,0,2017,33,12
Mikko Lehtonen\lehtomi01,D,0,1,0,0,2009,28,1
Mikko Lehtonen\lehtomi02,RW,0,0,0,1,2010,22,2
Mikko Rantanen\rantami01,RW,0,0,0,1,2017,20,2
Milan Bartovic\bartomi01,RW,0,0,0,1,2006,24,1
Milan Hejduk\hejdumi01,RW,0,0,0,1,2013,36,8
Milan Jurcina\jurcimi01,D,0,1,0,0,2012,28,7
Milan Kytnar\kytnami01,C,1,0,0,0,2012,22,1
Milan Lucic\lucicmi01,LW,0,0,1,0,2017,28,10
Milan Michalek\michami01,RW,0,0,0,1,2017,32,12
Miles Wood\woodmi01,LW,0,0,1,0,2017,21,2
Mirco Mueller\muellmi01,D,0,1,0,0,2017,21,3
Miroslav Satan\satanmi01,RW,0,0,0,1,2010,35,5
Mitch Callahan\callami01,RW,0,0,0,1,2017,25,4
Mitch Fritz\fritzmi01,LW,0,0,1,0,2009,28,1
Mitch Marner\marnemi01,C,1,0,0,0,2017,19,1
Morgan Ellis\ellismo01,D,0,1,0,0,2016,23,1
Morgan Rielly\riellmo01,D,0,1,0,0,2017,22,4
Nail Yakupov\yakupna01,RW,0,0,0,1,2017,23,5
Nate Guenin\guenina01,D,0,1,0,0,2016,33,10
Nate Prosser\prossna01,D,0,1,0,0,2017,30,8
Nate Raduns\radunna01,C,1,0,0,0,2009,24,1
Nate Schmidt\schmina01,D,0,1,0,0,2017,25,4
Nate Thompson\thompna01,C,1,0,0,0,2017,32,11
Nathan Beaulieu\beaulna01,D,0,1,0,0,2017,24,5
Nathan Dempsey\dempsna01,D,0,1,0,0,2009,32,2
Nathan Gerbe\gerbena01,LW,0,0,1,0,2016,28,8
Nathan Horton\hortona01,RW,0,0,0,1,2014,28,9
Nathan MacKinnon\mackina01,C,1,0,0,0,2017,21,4
Nathan McIver\mcivena01,D,0,1,0,0,2009,24,3
Nathan Oystrick\oystrna01,D,0,1,0,0,2011,28,3
Nathan Paetsch\paetsna01,D,0,1,0,0,2010,26,5
Nathan Perrott\perrona01,RW,0,0,0,1,2006,29,1
Nathan Robinson\robinna01,C,1,0,0,0,2006,24,1
Nathan Smith\smithna02,C,1,0,0,0,2010,27,5
Nazem Kadri\kadrina01,C,1,0,0,0,2017,26,8
Nelson Nogier\nogiene01,D,0,1,0,0,2017,20,1
Nic Dowd\dowdni01,C,1,0,0,0,2017,26,2
Nic Petan\petanni01,LW,0,0,1,0,2017,21,2
Nicholas Baptiste\baptini01,RW,0,0,0,1,2017,21,1
Nicholas Petrecki\petreni01,D,0,1,0,0,2013,23,1
Nick Bjugstad\bjugsni01,C,1,0,0,0,2017,24,5
Nick Bonino\boninni01,C,1,0,0,0,2017,28,8
Nick Boynton\boyntni01,D,0,1,0,0,2011,32,6
Nick Cousins\cousini01,C,1,0,0,0,2017,23,3
Nick Drazenovic\drazeni01,C,1,0,0,0,2014,27,4
Nick Foligno\foligni01,LW,0,0,1,0,2017,29,10
Nick Holden\holdeni01,D,0,1,0,0,2017,29,7
Nick Jensen\jenseni02,D,0,1,0,0,2017,26,1
Nick Johnson\johnsni01,RW,0,0,0,1,2014,28,5
Nick Lappin\lappini01,RW,0,0,0,1,2017,24,1
Nick Leddy\leddyni01,D,0,1,0,0,2017,25,7
Nick Palmieri\palmini01,RW,0,0,0,1,2012,22,3
Nick Paul\paulni01,LW,0,0,1,0,2017,21,2
Nick Ritchie\ritchni01,LW,0,0,1,0,2017,21,2
Nick Schmaltz\schmani01,LW,0,0,1,0,2017,20,1
Nick Schultz\schulni01,D,0,1,0,0,2017,34,12
Nick Shore\shoreni01,C,1,0,0,0,2017,24,3
Nick Sorensen\sorenni01,RW,0,0,0,1,2017,22,1
Nick Spaling\spalini01,LW,0,0,1,0,2016,27,7
Nick Tarnasky\tarnani01,LW,0,0,1,0,2010,25,5
Nicklas Backstrom\backsni02,C,1,0,0,0,2017,29,10
Nicklas Grossmann\grossni01,D,0,1,0,0,2017,32,11
Nicklas Jensen\jenseni01,RW,0,0,0,1,2017,23,5
Nicklas Lidstrom*\lidstni01,D,0,1,0,0,2012,41,7
Niclas Bergfors\bergfni01,RW,0,0,0,1,2012,24,5
Niclas Havelid\havelni01,D,0,1,0,0,2009,35,4
Niclas Wallin\wallini01,D,0,1,0,0,2011,35,6
Nicolas Blanchard\blancni01,C,1,0,0,0,2013,25,1
Nicolas Deschamps\deschni01,C,1,0,0,0,2014,24,1
Nicolas Deslauriers\deslani01,LW,0,0,1,0,2017,25,4
Nicolas Kerdiles\kerdini01,LW,0,0,1,0,2017,23,1
Nigel Dawes\dawesni01,LW,0,0,1,0,2011,25,5
Nik Antropov\antroni01,RW,0,0,0,1,2013,32,8
Nikita Alexeev\alexeni01,RW,0,0,0,1,2009,25,1
Nikita Filatov\filatni01,LW,0,0,1,0,2012,21,4
Nikita Kucherov\kucheni01,RW,0,0,0,1,2017,23,4
Nikita Nesterov\nesteni01,D,0,1,0,0,2017,23,3
Nikita Nikitin\nikitni01,D,0,1,0,0,2016,29,6
Nikita Scherbak\scherni01,RW,0,0,0,1,2017,21,1
Nikita Soshnikov\soshnni01,RW,0,0,0,1,2017,23,2
Nikita Tryamkin\tryamni01,D,0,1,0,0,2017,22,2
Nikita Zadorov\zadorni01,D,0,1,0,0,2017,21,4
Nikita Zaitsev\zaitsni01,D,0,1,0,0,2017,25,1
Niklas Hagman\hagmani01,RW,0,0,0,1,2012,32,7
Niklas Hjalmarsson\hjalmni01,D,0,1,0,0,2017,29,10
Niklas Kronwall\kronwni01,D,0,1,0,0,2017,36,12
Niklas Nordgren\nordgni01,LW,0,0,1,0,2006,26,1
Niklas Sundstrom\sundsni01,RW,0,0,0,1,2006,30,1
Niko Dimitrakos\dimitni01,RW,0,0,0,1,2009,27,2
Niko Kapanen\kapanni01,C,1,0,0,0,2009,29,3
Nikolai Kulemin\kulemni01,LW,0,0,1,0,2017,30,9
Nikolai Zherdev\zherdni01,RW,0,0,0,1,2011,26,6
Nikolaj Ehlers\ehlerni01,RW,0,0,0,1,2017,20,2
Nils Ekman\ekmanni01,RW,0,0,0,1,2009,30,2
Nino Niederreiter\niedeni01,RW,0,0,0,1,2017,24,7
Noah Clarke\clarkno02,LW,0,0,1,0,2009,28,3
Noah Hanifin\hanifno01,D,0,1,0,0,2017,20,2
Noah Welch\welchno01,D,0,1,0,0,2011,28,6
Noel Acciari\acciano01,C,1,0,0,0,2017,25,2
Nolan Baumgartner\baumgno01,D,0,1,0,0,2010,33,5
Nolan Pratt\prattno01,D,0,1,0,0,2009,32,3
Nolan Yonkman\yonkmno01,D,0,1,0,0,2014,32,9
Norm Milley\milleno01,RW,0,0,0,1,2006,25,1
Ole-Kristian Tollefsen\tolleol01,D,0,1,0,0,2010,25,5
Oleg Kvasha\kvashol01,LW,0,0,1,0,2006,27,1
Oleg Saprykin\sapryol01,LW,0,0,1,0,2009,25,2
Oleg Tverdovsky\tverdol01,D,0,1,0,0,2009,30,2
Oliver Bjorkstrand\bjorkol01,RW,0,0,0,1,2017,21,2
Oliver Ekman-Larsson\ekmanol01,D,0,1,0,0,2017,25,7
Oliver Kylington\kylinol01,D,0,1,0,0,2016,18,1
Oliver Lauridsen\lauriol01,D,0,1,0,0,2015,25,3
Olivier Magnan\magnaol01,D,0,1,0,0,2011,24,1
Olli Jokinen\jokinol01,C,1,0,0,0,2015,36,10
Olli Maatta\maattol01,D,0,1,0,0,2017,22,4
Olli Malmivaara\malmiol01,D,0,1,0,0,2008,25,1
Ondrej Kase\kaseon01,RW,0,0,0,1,2017,21,1
Ondrej Palat\palaton01,LW,0,0,1,0,2017,25,5
Oscar Klefbom\klefbos01,D,0,1,0,0,2017,23,4
Oscar Lindberg\lindbos02,C,1,0,0,0,2017,25,3
Oscar Moller\molleos01,C,1,0,0,0,2011,22,3
Oskar Osala\osalaos01,LW,0,0,1,0,2010,22,2
Oskar Sundqvist\sundqos01,C,1,0,0,0,2017,22,2
